"","x"
"2142","1"
"2143","0"
"2144","0"
"2145","0"
"2146","2"
"2147","0"
"2148","1"
"2149","1"
"2150","1"
"2151","0"
"2152","1"
"2153","1"
"2154","1"
"2155","0"
"2156","0"
"2157","1"
"2158","0"
"2159","0"
"2160","1"
"2161","1"
"2162","0"
"2163","0"
"2164","0"
"2165","0"
"2166","0"
"2167","0"
"2168","1"
"2169","0"
"2170","0"
"2171","1"
"2172","1"
"2173","1"
"2174","1"
"2175","1"
"2176","1"
"2177","0"
"2178","1"
"2179","1"
"2180","1"
"2181","1"
"2182","0"
"2183","1"
"2184","0"
"2185","1"
"2186","0"
"2187","0"
"2188","1"
"2189","0"
"2190","2"
"2191","0"
"2192","1"
"2193","0"
"2194","0"
"2195","0"
"2196","1"
"2197","0"
"2198","0"
"2199","0"
"2200","0"
"2201","1"
"2202","1"
"2203","2"
"2204","0"
"2205","1"
"2206","2"
"2207","2"
"2208","0"
"2209","1"
"2210","0"
"2211","0"
"2212","0"
"2213","0"
"2214","0"
"2215","0"
"2216","0"
"2217","1"
"2218","0"
"2219","1"
"2220","1"
"2221","1"
"2222","2"
"2223","0"
"2224","0"
"2225","0"
"2226","1"
"2227","1"
"2228","1"
"2229","0"
"2230","0"
"2231","2"
"2232","1"
"2233","0"
"2234","0"
"2235","0"
"2236","0"
"2237","0"
"2238","1"
"2239","0"
"2240","1"
"2241","0"
"2242","1"
"2243","0"
"2244","1"
"2245","0"
"2246","2"
"2247","1"
"2248","1"
"2249","0"
"2250","0"
"2251","1"
"2252","0"
"2253","0"
"2254","1"
"2255","0"
"2256","2"
"2257","1"
"2258","1"
"2259","0"
"2260","0"
"2261","0"
"2262","0"
"2263","0"
"2264","1"
"2265","0"
"2266","1"
"2267","1"
"2268","0"
"2269","1"
"2270","0"
"2271","1"
"2272","0"
"2273","0"
"2274","2"
"2275","0"
"2276","1"
"2277","0"
"2278","0"
"2279","1"
"2280","2"
"2281","1"
"2282","2"
"2283","1"
"2284","0"
"2285","1"
"2286","1"
"2287","2"
"2288","0"
"2289","1"
"2290","1"
"2291","1"
"2292","0"
"2293","1"
"2294","2"
"2295","0"
"2296","1"
"2297","1"
"2298","1"
"2299","0"
"2300","0"
"2301","1"
"2302","1"
"2303","1"
"2304","0"
"2305","0"
"2306","1"
"2307","0"
"2308","0"
"2309","1"
"2310","0"
"2311","1"
"2312","1"
"2313","0"
"2314","0"
"2315","1"
"2316","0"
"2317","1"
"2318","2"
"2319","1"
"2320","0"
"2321","1"
"2322","1"
"2323","1"
"2324","2"
"2325","0"
"2326","1"
"2327","1"
"2328","2"
"2329","0"
"2330","0"
"2331","1"
"2332","0"
"2333","1"
"2334","1"
"2335","1"
"2336","1"
"2337","1"
"2338","1"
"2339","0"
"2340","0"
"2341","1"
"2342","2"
"2343","1"
"2344","0"
"2345","0"
"2346","1"
"2347","2"
"2348","0"
"2349","1"
"2350","0"
"2351","2"
"2352","1"
"2353","1"
"2354","0"
"2355","1"
"2356","0"
"2357","2"
"2358","0"
"2359","1"
"2360","1"
"2361","0"
"2362","0"
"2363","0"
"2364","0"
"2365","1"
"2366","0"
"2367","0"
"2368","0"
"2369","1"
"2370","0"
"2371","0"
"2372","0"
"2373","1"
"2374","0"
"2375","1"
"2376","0"
"2377","1"
"2378","0"
"2379","1"
"2380","1"
"2381","0"
"2382","1"
"2383","0"
"2384","0"
"2385","1"
"2386","0"
"2387","0"
"2388","0"
"2389","0"
"2390","0"
"2391","1"
"2392","0"
"2393","1"
"2394","1"
"2395","1"
"2396","2"
"2397","0"
"2398","1"
"2399","0"
"2400","2"
"2401","1"
"2402","1"
"2403","2"
"2404","1"
"2405","0"
"2406","2"
"2407","1"
"2408","1"
"2409","0"
"2410","0"
"2411","0"
"2412","0"
"2413","1"
"2414","0"
"2415","1"
"2416","1"
"2417","1"
"2418","0"
"2419","1"
"2420","0"
"2421","0"
"2422","0"
"2423","0"
"2424","1"
"2425","0"
"2426","1"
"2427","0"
"2428","0"
"2429","0"
"2430","1"
"2431","0"
"2432","1"
"2433","0"
"2434","1"
"2435","0"
"2436","2"
"2437","1"
"2438","1"
"2439","0"
"2440","0"
"2441","1"
"2442","1"
"2443","1"
"2444","1"
"2445","1"
"2446","1"
"2447","1"
"2448","0"
"2449","0"
"2450","1"
"2451","0"
"2452","1"
"2453","1"
"2454","0"
"2455","1"
"2456","0"
"2457","0"
"2458","1"
"2459","0"
"2460","0"
"2461","0"
"2462","2"
"2463","0"
"2464","1"
"2465","2"
"2466","0"
"2467","1"
"2468","1"
"2469","0"
"2470","2"
"2471","2"
"2472","1"
"2473","0"
"2474","0"
"2475","1"
"2476","0"
"2477","0"
"2478","1"
"2479","1"
"2480","1"
"2481","0"
"2482","2"
"2483","0"
"2484","0"
"2485","0"
"2486","0"
"2487","2"
"2488","1"
"2489","0"
"2490","0"
"2491","1"
"2492","1"
"2493","1"
"2494","1"
"2495","1"
"2496","0"
"2497","1"
"2498","0"
"2499","1"
"2500","0"
"2501","1"
"2502","1"
"2503","1"
"2504","0"
"2505","1"
"2506","1"
"2507","0"
"2508","0"
"2509","0"
"2510","0"
"2511","1"
"2512","0"
"2513","0"
"2514","1"
"2515","0"
"2516","1"
"2517","0"
"2518","1"
"2519","1"
"2520","1"
"2521","0"
"2522","0"
"2523","0"
"2524","0"
"2525","1"
"2526","1"
"2527","0"
"2528","0"
"2529","2"
"2530","0"
"2531","0"
"2532","1"
"2533","0"
"2534","1"
"2535","0"
"2536","0"
"2537","0"
"2538","0"
"2539","0"
"2540","1"
"2541","1"
"2542","0"
"2543","1"
"2544","0"
"2545","0"
"2546","1"
"2547","0"
"2548","1"
"2549","1"
"2550","0"
"2551","0"
"2552","0"
"2553","2"
"2554","0"
"2555","0"
"2556","2"
"2557","1"
"2558","0"
"2559","0"
"2560","0"
"2561","0"
"2562","1"
"2563","0"
"2564","1"
"2565","1"
"2566","1"
"2567","0"
"2568","1"
"2569","0"
"2570","1"
"2571","1"
"2572","1"
"2573","2"
"2574","0"
"2575","1"
"2576","2"
"2577","1"
"2578","1"
"2579","0"
"2580","1"
"2581","0"
"2582","0"
"2583","1"
"2584","1"
"2585","2"
"2586","1"
"2587","1"
"2588","0"
"2589","1"
"2590","2"
"2591","0"
"2592","0"
"2593","1"
"2594","2"
"2595","0"
"2596","2"
"2597","0"
"2598","1"
"2599","0"
"2600","1"
"2601","1"
"2602","1"
"2603","1"
"2604","0"
"2605","0"
"2606","0"
"2607","0"
"2608","0"
"2609","1"
"2610","1"
"2611","1"
"2612","1"
"2613","1"
"2614","0"
"2615","1"
"2616","1"
"2617","0"
"2618","1"
"2619","1"
"2620","0"
"2621","0"
"2622","2"
"2623","2"
"2624","0"
"2625","0"
"2626","0"
"2627","2"
"2628","1"
"2629","1"
"2630","0"
"2631","1"
"2632","1"
"2633","1"
"2634","1"
"2635","0"
"2636","1"
"2637","1"
"2638","0"
"2639","0"
"2640","1"
"2641","1"
"2642","1"
"2643","2"
"2644","0"
"2645","0"
"2646","1"
"2647","0"
"2648","0"
"2649","1"
"2650","2"
"2651","1"
"2652","0"
"2653","0"
"2654","2"
"2655","0"
"2656","1"
"2657","1"
"2658","0"
"2659","1"
"2660","1"
"2661","0"
"2662","1"
"2663","1"
"2664","0"
"2665","1"
"2666","1"
"2667","1"
"2668","1"
"2669","1"
"2670","1"
"2671","2"
"2672","1"
"2673","1"
"2674","0"
"2675","0"
"2676","0"
"2677","0"
"2678","1"
"2679","0"
"2680","0"
"2681","0"
"2682","1"
"2683","1"
"2684","0"
"2685","1"
"2686","2"
"2687","2"
"2688","0"
"2689","1"
"2690","1"
"2691","1"
"2692","1"
"2693","0"
"2694","0"
"2695","1"
"2696","1"
"2697","0"
"2698","0"
"2699","0"
"2700","1"
"2701","2"
"2702","1"
"2703","1"
"2704","0"
"2705","0"
"2706","1"
"2707","1"
"2708","0"
"2709","1"
"2710","2"
"2711","0"
"2712","2"
"2713","1"
"2714","1"
"2715","0"
"2716","1"
"2717","1"
"2718","0"
"2719","0"
"2720","0"
"2721","0"
"2722","0"
"2723","0"
"2724","0"
"2725","1"
"2726","1"
"2727","0"
"2728","1"
"2729","0"
"2730","0"
"2731","2"
"2732","1"
"2733","1"
"2734","0"
"2735","1"
"2736","2"
"2737","1"
"2738","0"
"2739","1"
"2740","0"
"2741","1"
"2742","2"
"2743","0"
"2744","1"
"2745","0"
"2746","1"
"2747","0"
"2748","0"
"2749","0"
"2750","0"
"2751","1"
"2752","0"
"2753","0"
"2754","1"
"2755","0"
"2756","0"
"2757","0"
"2758","1"
"2759","1"
"2760","2"
"2761","0"
"2762","0"
"2763","0"
"2764","0"
"2765","0"
"2766","0"
"2767","1"
"2768","1"
"2769","0"
"2770","1"
"2771","1"
"2772","1"
"2773","1"
"2774","1"
"2775","0"
"2776","1"
"2777","0"
"2778","0"
"2779","1"
"2780","1"
"2781","0"
"2782","0"
"2783","0"
"2784","1"
"2785","0"
"2786","2"
"2787","1"
"2788","1"
"2789","0"
"2790","0"
"2791","0"
"2792","1"
"2793","1"
"2794","0"
"2795","0"
"2796","1"
"2797","0"
"2798","1"
"2799","1"
"2800","1"
"2801","0"
"2802","1"
"2803","1"
"2804","1"
"2805","1"
"2806","1"
"2807","0"
"2808","0"
"2809","0"
"2810","1"
"2811","0"
"2812","0"
"2813","0"
"2814","1"
"2815","1"
"2816","0"
"2817","1"
"2818","0"
"2819","2"
"2820","1"
"2821","1"
"2822","1"
"2823","0"
"2824","2"
"2825","0"
"2826","0"
"2827","1"
"2828","0"
"2829","1"
"2830","2"
"2831","1"
"2832","1"
"2833","1"
"2834","0"
"2835","1"
"2836","1"
"2837","0"
"2838","0"
"2839","0"
"2840","0"
"2841","0"
"2842","0"
"2843","1"
"2844","0"
"2845","0"
"2846","0"
"2847","0"
"2848","0"
"2849","1"
"2850","0"
"2851","1"
"2852","1"
"2853","0"
"2854","1"
"2855","1"
"2856","1"
"2857","0"
"2858","0"
"2859","0"
"2860","1"
"2861","0"
"2862","1"
"2863","1"
"2864","1"
"2865","0"
"2866","1"
"2867","0"
"2868","1"
"2869","0"
"2870","1"
"2871","0"
"2872","0"
"2873","0"
"2874","1"
"2875","1"
"2876","2"
"2877","0"
"2878","1"
"2879","2"
"2880","2"
"2881","1"
"2882","0"
"2883","1"
"2884","1"
"2885","0"
"2886","1"
"2887","0"
"2888","1"
"2889","1"
"2890","1"
"2891","1"
"2892","1"
"2893","0"
"2894","0"
"2895","2"
"2896","2"
"2897","0"
"2898","1"
"2899","1"
"2900","0"
"2901","0"
"2902","2"
"2903","0"
"2904","0"
"2905","1"
"2906","1"
"2907","1"
"2908","0"
"2909","0"
"2910","0"
"2911","0"
"2912","0"
"2913","0"
"2914","0"
"2915","1"
"2916","1"
"2917","0"
"2918","0"
"2919","0"
"2920","0"
"2921","2"
"2922","0"
"2923","1"
"2924","0"
"2925","0"
"2926","1"
"2927","0"
"2928","0"
"2929","1"
"2930","1"
"2931","0"
"2932","1"
"2933","1"
"2934","0"
"2935","1"
"2936","0"
"2937","1"
"2938","0"
"2939","1"
"2940","2"
"2941","0"
"2942","1"
"2943","0"
"2944","0"
"2945","1"
"2946","1"
"2947","0"
"2948","0"
"2949","0"
"2950","1"
"2951","0"
"2952","0"
"2953","1"
"2954","1"
"2955","0"
"2956","1"
"2957","1"
"2958","1"
"2959","1"
"2960","0"
"2961","1"
"2962","0"
"2963","1"
"2964","0"
"2965","0"
"2966","1"
"2967","1"
"2968","1"
"2969","1"
"2970","0"
"2971","0"
"2972","0"
"2973","0"
"2974","1"
"2975","1"
"2976","0"
"2977","1"
"2978","0"
"2979","0"
"2980","0"
"2981","0"
"2982","1"
"2983","1"
"2984","0"
"2985","1"
"2986","0"
"2987","0"
"2988","1"
"2989","0"
"2990","1"
"2991","1"
"2992","0"
"2993","0"
"2994","0"
"2995","0"
"2996","1"
"2997","0"
"2998","1"
"2999","0"
"3000","2"
